W	Q2	S_{0+}		S_{1+}		S_{2+}		S_{3+}		S_{4+}		S_{5+}		S_{0-}		S_{1-}		S_{2-}		S_{3-}		S_{4-}		S_{5-}		E_{0+}		E_{1+}		E_{2+}		E_{3+}		E_{4+}		E_{5+}		E_{0-}		E_{1-}		E_{2-}		E_{3-}		E_{4-}		E_{5-}		M_{0+}		M_{1+}		M_{2+}		M_{3+}		M_{4+}		M_{5+}		M_{0-}		M_{1-}		M_{2-}		M_{3-}		M_{4-}		M_{5-}
1.24	4.5	0.547	-0.08	0.044	0.085	0.008	0	0	0	0	0	0	0	0	0	0.549	0.021	0.016	0	-0.005	0	0.002	0	0	0	0.631	0.233	0.081	0.017	0.002	0	0.004	0	-0.001	0	0	0	0	0	0	0	0.067	-0.001	-0.014	0	0.005	0	-0.002	0	0	0	0.115	-1.126	0.034	0	-0.011	0	0.004	0	-0.002	0	0	0	-1.739	-0.105	0.011	0.001	0	0	0.001	0	0	0
1.25	4.5	0.551	-0.087	0.039	0.064	0.008	0	0.001	0	0	0	0	0	0	0	0.554	0.03	0.016	0	-0.006	0	0.002	0	0	0	0.651	0.239	0.082	0.006	0.002	0	0.004	0	-0.001	0	0	0	0	0	0	0	0.069	-0.001	-0.015	0	0.006	0	-0.001	0	0	0	0.247	-0.995	0.034	0	-0.012	0	0.004	0	-0.002	0	0	0	-1.767	-0.144	0.013	0.002	0	0	0.001	0	0	0
1.26	4.5	0.553	-0.094	0.038	0.046	0.009	0	0.001	0	0	0	0	0	0	0	0.559	0.042	0.016	0.001	-0.006	0	0.002	0	0	0	0.67	0.244	0.086	-0.003	0.003	0	0.004	0	-0.001	0	0	0	0	0	0	0	0.071	-0.003	-0.016	0	0.006	0	-0.001	0	0	0	0.326	-0.864	0.035	0	-0.012	0	0.004	0	-0.002	0	0	0	-1.793	-0.191	0.013	0.002	0	0	0.001	0	0	0
1.27	4.5	0.556	-0.099	0.041	0.032	0.01	0	0.001	0	0	0	0	0	0	0	0.561	0.056	0.016	0.001	-0.008	0	0.002	0	0	0	0.69	0.249	0.092	-0.009	0.004	0	0.004	0	-0.001	0	0	0	0	0	0	0	0.073	-0.003	-0.016	0	0.005	0	-0.001	0	0	0	0.37	-0.747	0.036	0	-0.013	0	0.004	0	-0.002	0	0	0	-1.816	-0.246	0.015	0.003	0	0	0.001	0	0	0
1.28	4.5	0.556	-0.107	0.046	0.02	0.009	0	0.001	0	0	0	0	0	0	0	0.563	0.071	0.017	0.001	-0.008	0	0.002	0	0	0	0.712	0.256	0.097	-0.015	0.004	0	0.004	0	-0.001	0	0	0	0	0	0	0	0.074	-0.003	-0.016	0	0.006	0	-0.001	0	0	0	0.39	-0.644	0.035	0	-0.014	0	0.005	0	-0.003	0	0	0	-1.833	-0.31	0.015	0.003	0	0	0.001	0	0	0
1.29	4.5	0.556	-0.113	0.052	0.01	0.01	0	0.002	0	0	0	0	0	0	0	0.56	0.087	0.016	0.001	-0.008	0	0.002	0	0	0	0.734	0.262	0.103	-0.018	0.006	0	0.004	0	-0.001	0	0	0	0	0	0	0	0.076	-0.004	-0.017	0	0.006	0	-0.002	0	0	0	0.392	-0.557	0.036	0	-0.014	0	0.005	0	-0.003	0	0	0	-1.845	-0.384	0.017	0.003	0.001	0	0.001	0	0	0
1.3	4.5	0.554	-0.121	0.056	0.003	0.01	0	0.002	0	0	0	0	0	0	0	0.557	0.107	0.016	0.001	-0.008	0	0.002	0	0	0	0.755	0.27	0.109	-0.021	0.007	0	0.004	0	-0.001	0	0	0	0	0	0	0	0.077	-0.005	-0.018	0	0.006	0	-0.002	0	0	0	0.387	-0.483	0.037	0	-0.015	0	0.005	0	-0.003	0	0	0	-1.848	-0.468	0.018	0.005	0.001	0	0.001	0	0	0
1.31	4.5	0.551	-0.127	0.063	-0.003	0.011	0	0.002	0	0	0	0	0	0	0	0.549	0.128	0.016	0.001	-0.008	0	0.003	0	0	0	0.78	0.277	0.113	-0.024	0.008	0	0.004	0	-0.001	0	0	0	0	0	0	0	0.077	-0.006	-0.018	0	0.007	0	-0.002	0	0	0	0.374	-0.42	0.038	0	-0.015	0	0.006	0	-0.001	0	0	0	-1.837	-0.561	0.02	0.006	0.001	0	0.001	0	0	0
1.32	4.5	0.549	-0.133	0.068	-0.008	0.012	0	0.002	0	0	0	0	0	0	0	0.536	0.149	0.016	0	-0.008	0	0.003	0	0	0	0.804	0.284	0.118	-0.025	0.008	0	0.004	0	-0.001	0	0	0	0	0	0	0	0.078	-0.006	-0.018	0	0.007	0	-0.002	0	0	0	0.359	-0.368	0.038	0	-0.016	0	0.006	0	-0.001	0	0	0	-1.811	-0.662	0.021	0.006	0.001	0	0.001	0	0	0
1.33	4.5	0.543	-0.14	0.073	-0.011	0.013	0	0.003	0	0	0	0	0	0	0	0.519	0.17	0.017	0	-0.008	0	0.003	0	0	0	0.83	0.293	0.122	-0.028	0.008	0	0.005	0	-0.001	0	0	0	0	0	0	0	0.079	-0.008	-0.019	0	0.007	0	-0.003	0	0	0	0.342	-0.322	0.037	0	-0.016	0	0.006	0	-0.001	0	0	0	-1.764	-0.768	0.023	0.008	0.001	0	0.001	0	0	0
1.34	4.5	0.537	-0.146	0.078	-0.013	0.013	0	0.003	0	0.001	0	0	0	0	0	0.495	0.19	0.017	0.002	-0.008	0	0.003	0	0	0	0.858	0.303	0.127	-0.028	0.009	0	0.005	0	-0.001	0	0	0	0	0	0	0	0.079	-0.01	-0.02	0	0.007	0	-0.003	0	0	0	0.322	-0.283	0.038	0	-0.016	0	0.006	0	-0.002	0	0	0	-1.691	-0.873	0.025	0.009	0.001	0	0.001	0	0	0
1.35	4.5	0.531	-0.152	0.082	-0.016	0.014	0	0.003	0	0.001	0	0	0	0	0	0.468	0.207	0.016	0.001	-0.008	0	0.003	0	0	0	0.889	0.313	0.132	-0.029	0.01	0	0.005	0	0	0	0	0	0	0	0	0	0.078	-0.012	-0.019	0	0.008	0	-0.003	0	0	0	0.303	-0.249	0.038	0	-0.016	0	0.007	0	-0.002	0	0	0	-1.596	-0.969	0.028	0.011	0.001	0	0.001	0	0	0
1.36	4.5	0.523	-0.158	0.087	-0.018	0.015	0	0.003	0	0.001	0	0	0	0	0	0.437	0.218	0.016	0.001	-0.009	0	0.003	0	0	0	0.92	0.326	0.134	-0.029	0.01	0	0.005	0	0	0	0	0	0	0	0	0	0.077	-0.014	-0.019	0	0.008	0	-0.003	0	0	0	0.285	-0.219	0.039	0	-0.017	0	0.007	0	-0.002	0	0	0	-1.478	-1.051	0.03	0.014	0.002	0	0.001	0	0	0
1.37	4.5	0.513	-0.165	0.091	-0.019	0.016	0	0.003	0	0.001	0	0	0	0	0	0.402	0.223	0.016	0.001	-0.009	0	0.003	0	0	0	0.955	0.34	0.139	-0.03	0.011	0	0.005	0	0	0	0	0	0	0	0	0	0.076	-0.016	-0.02	0	0.008	0	-0.003	0	0	0	0.265	-0.193	0.039	-0.001	-0.016	0	0.007	0	-0.002	0	0	0	-1.346	-1.108	0.033	0.017	0.002	0	0.001	0	0	0
1.38	4.5	0.502	-0.172	0.095	-0.021	0.016	0	0.003	0	0.001	0	0	0	0	0	0.369	0.221	0.016	0.002	-0.009	0	0.003	0	0	0	0.993	0.357	0.141	-0.03	0.011	0	0.005	0	0	0	0	0	0	0	0	0	0.075	-0.019	-0.02	0	0.008	0	-0.003	0	0	0	0.248	-0.17	0.039	-0.001	-0.016	0	0.007	0	-0.002	0	0	0	-1.207	-1.14	0.036	0.02	0.002	0	0.001	0	0	0
1.39	4.5	0.489	-0.178	0.099	-0.022	0.017	0.001	0.003	0	0.001	0	0	0	0	0	0.338	0.214	0.016	0.002	-0.009	0	0.003	0	0	0	1.033	0.377	0.145	-0.03	0.014	0	0.006	0	0	0	0	0	0	0	0	0	0.074	-0.024	-0.021	0	0.008	0	-0.003	0	0	0	0.23	-0.149	0.038	0	-0.016	0	0.007	0	-0.002	0	0	0	-1.073	-1.145	0.039	0.024	0.003	0	0.001	0	0	0
1.4	4.5	0.474	-0.186	0.102	-0.023	0.018	0.001	0.004	0	0.001	0	0	0	0	0	0.311	0.204	0.016	0.001	-0.009	0	0.003	0	0	0	1.079	0.401	0.147	-0.03	0.014	0	0.006	0	0	0	0.001	0	0	0	0	0	0.071	-0.028	-0.021	0	0.008	0	-0.003	0	0	0	0.214	-0.131	0.038	0	-0.017	0	0.006	0	-0.002	0	0	0	-0.95	-1.127	0.044	0.029	0.003	0	0.001	0	0	0
1.41	4.5	0.456	-0.194	0.107	-0.024	0.019	0.001	0.004	0	0.001	0	0	0	0	0	0.289	0.19	0.016	0.002	-0.01	0	0.003	0	0	0	1.128	0.429	0.15	-0.029	0.015	0	0.006	0	0	0	0.001	0	0	0	0	0	0.067	-0.032	-0.021	0	0.009	0	-0.003	0	0	0	0.196	-0.115	0.038	-0.001	-0.017	0	0.006	0	-0.002	0	0	0	-0.842	-1.091	0.047	0.035	0.003	0	0.001	0	0	0
1.42	4.5	0.436	-0.203	0.109	-0.024	0.019	0.001	0.004	0	0.001	0	0	0	0	0	0.271	0.175	0.015	0.003	-0.01	0	0.003	0	-0.001	0	1.184	0.465	0.153	-0.029	0.015	0	0.006	0	0	0	0.001	0	0	0	0	0	0.065	-0.041	-0.022	0	0.009	0	-0.003	0	0	0	0.179	-0.1	0.038	-0.001	-0.017	0	0.006	0	-0.003	0	0	0	-0.75	-1.045	0.052	0.043	0.003	0	0.001	0	0	0
1.43	4.5	0.412	-0.214	0.112	-0.024	0.019	0	0.005	0	0.001	0	0	0	0	0	0.256	0.16	0.015	0.002	-0.01	0	0.003	0	-0.002	0	1.247	0.508	0.156	-0.029	0.016	0	0.006	0	0	0	0.001	0	0	0	0	0	0.062	-0.048	-0.022	-0.001	0.009	0	-0.004	0	0	0	0.165	-0.087	0.038	0	-0.018	0	0.006	0	-0.003	0	0	0	-0.675	-0.991	0.055	0.052	0.005	0	0.001	0	0	0
1.44	4.5	0.385	-0.227	0.115	-0.025	0.019	0.001	0.005	0	0.001	0	0	0	0	0	0.244	0.146	0.014	0.003	-0.01	0	0.003	0	-0.002	0	1.319	0.563	0.158	-0.028	0.016	0	0.006	0	0	0	0.001	0	0	0	0	0	0.058	-0.06	-0.022	-0.001	0.009	0	-0.004	0	0	0	0.148	-0.075	0.038	0	-0.018	0	0.006	0	-0.003	0	0	0	-0.613	-0.935	0.059	0.064	0.005	0	0.001	0	0	0
1.45	4.5	0.351	-0.245	0.117	-0.024	0.02	0.001	0.005	0	0.001	0	0	0	0	0	0.235	0.132	0.014	0.003	-0.01	0	0.003	0	-0.002	0	1.402	0.634	0.161	-0.027	0.016	0	0.006	0	0	0	0.001	0	0	0	0	0	0.057	-0.074	-0.023	-0.001	0.009	0	-0.004	0	0	0	0.134	-0.065	0.038	0	-0.018	0	0.006	0	-0.003	0	0	0	-0.561	-0.879	0.061	0.078	0.006	0	0.001	0	0	0
1.46	4.5	0.311	-0.267	0.12	-0.024	0.02	0.001	0.006	0	0.001	0	0	0	0	0	0.229	0.121	0.014	0.003	-0.01	0	0.003	0	-0.002	0	1.496	0.729	0.162	-0.026	0.017	0.001	0.006	0	0	0	0.001	0	0	0	0	0	0.058	-0.091	-0.023	-0.001	0.01	0	-0.004	0	0	0	0.121	-0.056	0.038	0	-0.018	0	0.006	0	-0.003	0	0	0	-0.52	-0.824	0.061	0.095	0.006	0	0.001	0	0	0
1.47	4.5	0.264	-0.298	0.122	-0.023	0.021	0.001	0.006	0	0.001	0	0	0	0	0	0.222	0.11	0.012	0.004	-0.013	0	0.003	0	-0.002	0	1.603	0.857	0.165	-0.025	0.017	0.001	0.006	0	0	0	0.001	0	0	0	0	0	0.062	-0.11	-0.023	-0.001	0.008	0	-0.004	0	0	0	0.107	-0.048	0.036	0	-0.018	0	0.006	0	-0.003	0	0	0	-0.488	-0.773	0.058	0.116	0.006	0.001	0.001	0	0	0
1.48	4.5	0.204	-0.345	0.124	-0.023	0.022	0.001	0.006	0	0.001	0	0	0	0	0	0.217	0.099	0.011	0.003	-0.013	0	0.003	0	-0.002	0	1.716	1.041	0.167	-0.025	0.018	0.001	0.006	0	0	0	0.001	0	0	0	0	0	0.071	-0.134	-0.023	-0.001	0.008	0	-0.004	0	0	0	0.094	-0.04	0.036	0	-0.019	-0.001	0.006	0	-0.003	0	0	0	-0.46	-0.724	0.047	0.14	0.007	0.001	0	0	0	0
1.49	4.5	0.179	-0.447	0.127	-0.021	0.023	0.001	0.006	0	0.001	0	0	0	0	0	0.213	0.091	0.01	0.003	-0.013	-0.002	0.003	0	-0.002	0	1.638	1.347	0.169	-0.024	0.019	0.002	0.006	0	0	0	0.001	0	0	0	0	0	0.088	-0.156	-0.025	-0.001	0.008	0	-0.004	0	0	0	0.081	-0.032	0.036	0	-0.019	-0.001	0.006	0	-0.003	0	0	0	-0.437	-0.679	0.028	0.163	0.007	0.001	0	0	0	0
1.5	4.5	0.225	-0.572	0.127	-0.02	0.023	0	0.006	0	0.001	0	0	0	0	0	0.208	0.083	0.01	0.003	-0.013	-0.002	0.003	0	-0.002	0	1.425	1.62	0.171	-0.022	0.019	0.002	0.007	0	0	0	0.001	0	0	0	0	0	0.115	-0.174	-0.025	-0.002	0.008	0	-0.004	0	0	0	0.071	-0.027	0.036	0	-0.019	-0.001	0.006	0	-0.003	0	0	0	-0.418	-0.636	0	0.181	0.009	0.003	0	0	0	0
1.51	4.5	0.304	-0.679	0.129	-0.021	0.024	0	0.007	0	0.001	0	0	0	0	0	0.205	0.075	0.008	0	-0.013	-0.002	0.003	0	-0.002	0	1.162	1.837	0.171	-0.021	0.02	0.003	0.007	0	0	0	0.001	0	0	0	0	0	0.148	-0.186	-0.026	-0.002	0.009	0	-0.004	0	0	0	0.059	-0.022	0.036	0	-0.019	-0.001	0.006	0	-0.003	0	0	0	-0.402	-0.596	-0.035	0.189	0.009	0.003	0	0	0	0
1.52	4.5	0.42	-0.75	0.131	-0.019	0.024	0	0.007	0	0.001	0	0	0	0	0	0.202	0.069	0.008	0	-0.013	-0.002	0.003	0	-0.002	0	0.835	1.956	0.172	-0.019	0.022	0.003	0.007	0	0	0	0.001	0	0	0	0	0	0.181	-0.184	-0.026	-0.002	0.009	0	-0.004	0	0	0	0.048	-0.018	0.035	0	-0.019	-0.001	0.007	0	-0.003	0	0	0	-0.387	-0.56	-0.071	0.184	0.01	0.003	0	0	0	0
1.53	4.5	0.552	-0.767	0.132	-0.018	0.025	0.001	0.007	0	0.001	0	0	0	0	0	0.199	0.062	0.009	-0.002	-0.014	-0.002	0.003	0	-0.002	0	0.5	1.942	0.172	-0.016	0.022	0.003	0.008	0	0	0	0.001	0	0	0	0	0	0.212	-0.172	-0.026	-0.003	0.009	0	-0.004	0	0	0	0.038	-0.015	0.035	0	-0.02	-0.001	0.007	0	-0.003	0	0	0	-0.374	-0.526	-0.1	0.168	0.011	0.003	0	0	0	0
1.54	4.5	0.671	-0.73	0.132	-0.017	0.025	0.001	0.007	0	0.002	0	0	0	0	0	0.195	0.056	0.009	-0.003	-0.014	-0.002	0.003	0	-0.002	0	0.225	1.816	0.172	-0.015	0.022	0.003	0.008	0	0	0	0.001	0	0	0	0	0	0.235	-0.156	-0.028	-0.003	0.009	0	-0.004	0	0	0	0.029	-0.011	0.034	0	-0.02	-0.001	0.007	0	-0.003	0	0	0	-0.363	-0.495	-0.121	0.148	0.013	0.004	0	0	0	0
1.55	4.5	0.758	-0.659	0.133	-0.016	0.025	0.001	0.008	0	0.002	0	0	0	0	0	0.192	0.05	0.01	-0.002	-0.014	-0.003	0.003	0	-0.002	0	0.047	1.632	0.173	-0.014	0.023	0.003	0.009	0	0	0	0.001	0	0	0	0	0	0.25	-0.135	-0.028	-0.003	0.009	0	-0.004	0	0	0	0.021	-0.008	0.034	0.001	-0.02	-0.001	0.007	0	-0.003	0	0	0	-0.352	-0.465	-0.133	0.125	0.013	0.004	0	0	0	0
1.56	4.5	0.806	-0.572	0.133	-0.015	0.026	0.002	0.008	0	0.002	0	0	0	0	0	0.19	0.045	0.01	-0.002	-0.015	-0.003	0.003	0	-0.002	0	-0.039	1.442	0.172	-0.013	0.023	0.003	0.009	0	0	0	0.001	0	0	0	0	0	0.259	-0.115	-0.028	-0.004	0.009	0	-0.004	0	0	0	0.013	-0.008	0.033	0.001	-0.02	-0.001	0.007	0	-0.003	0	0	0	-0.344	-0.437	-0.139	0.105	0.014	0.006	0	0	0	0
1.57	4.5	0.821	-0.485	0.133	-0.014	0.026	0.002	0.007	0	0.002	0	0	0	0	0	0.187	0.041	0.011	-0.002	-0.015	-0.003	0.003	0	-0.002	0	-0.054	1.282	0.171	-0.012	0.024	0.004	0.009	0	0	0	0.001	0	0	0	0	0	0.264	-0.098	-0.03	-0.005	0.009	0	-0.004	0	0	0	0.006	-0.006	0.034	0	-0.02	-0.001	0.007	0	-0.003	0	0	0	-0.334	-0.41	-0.141	0.087	0.014	0.007	0	0	0	0
1.58	4.5	0.808	-0.407	0.133	-0.014	0.026	0.002	0.007	0	0.002	0	0	0	0	0	0.186	0.037	0.011	-0.002	-0.015	-0.005	0.003	0	-0.002	0	-0.026	1.162	0.17	-0.009	0.024	0.004	0.009	0	0	0	0.001	0	0	0	0	0	0.264	-0.083	-0.03	-0.007	0.009	0	-0.004	0	0	0	-0.001	-0.005	0.033	0	-0.02	-0.001	0.007	0	-0.003	0	0	0	-0.328	-0.386	-0.14	0.073	0.016	0.008	0	0	0	0
1.59	4.5	0.776	-0.345	0.132	-0.014	0.026	0.003	0.007	0	0.002	0	0	0	0	0	0.184	0.032	0.012	-0.003	-0.015	-0.005	0.003	0	-0.002	0	0.026	1.084	0.169	-0.008	0.022	0.004	0.009	0	0	0	0.001	0	0	0	0	0	0.263	-0.071	-0.032	-0.008	0.01	0	-0.004	0	0	0	-0.008	-0.003	0.033	0.001	-0.02	-0.002	0.007	0	-0.003	0	0	0	-0.321	-0.362	-0.137	0.061	0.017	0.01	0	0	0	0
1.6	4.5	0.732	-0.301	0.132	-0.013	0.027	0.003	0.008	0	0.002	0	0	0	0	0	0.181	0.027	0.011	-0.002	-0.015	-0.006	0.003	0	-0.002	0	0.088	1.048	0.167	-0.008	0.022	0.004	0.009	0	0.001	0	0.001	0	0	0	0	0	0.261	-0.06	-0.033	-0.01	0.01	0	-0.004	0	0	0	-0.015	-0.002	0.031	0.001	-0.02	-0.002	0.007	0	-0.003	0	0	0	-0.313	-0.34	-0.134	0.052	0.017	0.013	0	0	0	0
1.61	4.5	0.684	-0.272	0.133	-0.013	0.027	0.003	0.008	0	0.003	0	0.001	0	0	0	0.181	0.023	0.011	-0.001	-0.016	-0.008	0.003	0	-0.002	0	0.15	1.05	0.166	-0.007	0.022	0.004	0.009	0	0.001	0	0.001	0	0	0	0	0	0.257	-0.052	-0.033	-0.013	0.01	0	-0.004	0	0	0	-0.02	-0.002	0.031	0.001	-0.02	-0.002	0.007	0	-0.003	0	0	0	-0.308	-0.319	-0.131	0.044	0.017	0.016	0.001	0	0	0
1.62	4.5	0.634	-0.258	0.132	-0.013	0.026	0.003	0.008	0	0.003	0	0.001	0	0	0	0.181	0.02	0.012	-0.001	-0.016	-0.008	0.003	0	-0.003	0	0.203	1.088	0.165	-0.006	0.022	0.004	0.009	0	0.001	0	0.001	0	0	0	0	0	0.255	-0.046	-0.033	-0.016	0.01	0	-0.004	0	0	0	-0.025	-0.002	0.03	0.001	-0.02	-0.002	0.007	0	-0.003	0	0	0	-0.303	-0.301	-0.128	0.038	0.019	0.02	0.001	0	0	0
1.63	4.5	0.585	-0.255	0.132	-0.013	0.026	0.003	0.008	0	0.003	0	0.001	0	0	0	0.179	0.016	0.011	-0.002	-0.015	-0.011	0.003	0	-0.003	0	0.239	1.162	0.164	-0.006	0.022	0.004	0.009	0	0.001	0	0.001	0	0	0	0	0	0.252	-0.041	-0.032	-0.019	0.01	0	-0.004	0	0	0	-0.03	-0.001	0.029	0.001	-0.02	-0.002	0.007	0	-0.003	0	0	0	-0.297	-0.28	-0.125	0.032	0.017	0.023	0.001	0	0	0
1.64	4.5	0.536	-0.264	0.132	-0.013	0.025	0.002	0.008	0	0.003	0	0.001	0	0	0	0.18	0.012	0.011	-0.001	-0.013	-0.011	0.003	0	-0.003	0	0.245	1.269	0.163	-0.004	0.021	0.004	0.009	0	0.001	0	0.001	0	0	0	0	0	0.247	-0.037	-0.031	-0.024	0.01	0	-0.004	0	0	0	-0.035	-0.002	0.029	0	-0.02	-0.002	0.007	0	-0.003	0	0	0	-0.295	-0.264	-0.12	0.029	0.016	0.027	0.001	0	0	0
1.65	4.5	0.49	-0.288	0.131	-0.014	0.026	0.001	0.009	0	0.003	0	0.001	0	0	0	0.18	0.009	0.01	-0.002	-0.011	-0.012	0.003	0	-0.003	0	0.207	1.401	0.161	-0.004	0.02	0.003	0.01	0	0.001	0	0.001	0	0	0	0	0	0.245	-0.033	-0.027	-0.027	0.01	0	-0.004	0	0	0	-0.039	-0.001	0.027	0	-0.02	-0.003	0.007	0	-0.003	0	0	0	-0.292	-0.248	-0.118	0.024	0.012	0.03	0.001	0	0	0
1.66	4.5	0.455	-0.328	0.13	-0.016	0.026	0.001	0.009	0	0.003	0	0.001	0	0	0	0.181	0.007	0.01	-0.001	-0.01	-0.014	0.003	0	-0.003	0	0.11	1.544	0.159	-0.003	0.02	0.001	0.01	0	0.001	0	0.001	0	0	0	0	0	0.242	-0.031	-0.023	-0.029	0.01	0	-0.004	0	0	0	-0.042	-0.002	0.027	0	-0.021	-0.003	0.007	0	-0.003	0	0	0	-0.291	-0.234	-0.116	0.021	0.007	0.033	0.001	0	0	0
1.67	4.5	0.439	-0.38	0.131	-0.016	0.025	0	0.009	0	0.003	0	0.001	0	0	0	0.183	0.004	0.009	-0.001	-0.007	-0.012	0.003	0	-0.003	0	-0.053	1.671	0.158	-0.003	0.019	0	0.01	0	0.001	0	0.001	0	0	0	0	0	0.241	-0.029	-0.018	-0.032	0.01	0	-0.004	0	0	0	-0.045	-0.003	0.026	0	-0.02	-0.003	0.007	0	-0.003	0	0	0	-0.291	-0.22	-0.114	0.018	0.002	0.033	0.001	0	0	0
1.68	4.5	0.453	-0.432	0.131	-0.017	0.026	-0.002	0.01	0	0.003	0	0.001	0	0	0	0.184	0.001	0.01	-0.001	-0.005	-0.011	0.003	0	-0.003	0	-0.28	1.749	0.157	-0.002	0.02	0	0.01	0	0.001	0	0.001	0	0	0	0	0	0.239	-0.027	-0.014	-0.031	0.01	0	-0.004	0	0	0	-0.048	-0.002	0.026	-0.001	-0.02	-0.003	0.007	0	-0.003	0	0	0	-0.292	-0.208	-0.112	0.017	-0.004	0.033	0.001	0	0	0
1.69	4.5	0.488	-0.466	0.131	-0.017	0.027	-0.002	0.01	0	0.003	0	0.001	0	0	0	0.186	0.001	0.01	-0.001	-0.005	-0.009	0.003	0	-0.003	0	-0.547	1.745	0.153	-0.002	0.021	-0.003	0.01	0	0.001	0	0.001	0	0	0	0	0	0.237	-0.027	-0.008	-0.03	0.01	0	-0.004	0	0	0	-0.05	-0.003	0.025	-0.002	-0.022	-0.003	0.007	0	-0.003	0	0	0	-0.295	-0.2	-0.109	0.015	-0.007	0.03	0.001	0	0	0
1.7	4.5	0.529	-0.473	0.132	-0.018	0.027	-0.003	0.01	0	0.004	0	0.001	0	0	0	0.188	0.001	0.01	-0.001	-0.003	-0.008	0.003	0	-0.003	0	-0.803	1.641	0.152	-0.001	0.023	-0.004	0.01	0	0.001	0	0.001	0	0	0	0	0	0.236	-0.026	-0.006	-0.027	0.01	0	-0.004	0	0	0	-0.052	-0.003	0.025	-0.002	-0.022	-0.004	0.007	0	-0.003	0	0	0	-0.297	-0.192	-0.108	0.013	-0.01	0.026	0.001	0	0	0
1.71	4.5	0.563	-0.459	0.132	-0.019	0.028	-0.004	0.01	0.001	0.004	0	0.001	0	0	0	0.19	0.003	0.009	-0.001	-0.003	-0.006	0.003	0	-0.003	0	-0.998	1.462	0.149	-0.002	0.024	-0.005	0.01	0	0.001	0	0.001	0	0	0	0	0	0.235	-0.026	-0.003	-0.025	0.01	0	-0.004	0	0	0	-0.055	-0.003	0.025	-0.002	-0.022	-0.004	0.007	0	-0.003	0	0	0	-0.301	-0.187	-0.106	0.013	-0.013	0.023	0.001	0	0	0
1.72	4.5	0.581	-0.436	0.132	-0.02	0.029	-0.004	0.01	0.001	0.004	0	0.001	0	0	0	0.191	0.005	0.009	-0.001	-0.003	-0.006	0.003	0	-0.003	0	-1.114	1.253	0.148	-0.002	0.025	-0.005	0.01	0.001	0.002	0	0.001	0	0	0	0	0	0.235	-0.026	-0.001	-0.023	0.011	0	-0.004	0	0	0	-0.058	-0.004	0.025	-0.003	-0.021	-0.004	0.007	0	-0.003	0	0	0	-0.305	-0.182	-0.106	0.012	-0.013	0.02	0.001	0	0	0
1.73	4.5	0.589	-0.41	0.133	-0.02	0.031	-0.005	0.011	0.001	0.004	0	0.001	0	0	0	0.192	0.007	0.009	-0.001	-0.003	-0.005	0.003	0	-0.003	0	-1.16	1.049	0.144	-0.002	0.025	-0.005	0.01	0.001	0.002	0	0.001	0	0	0	0	0	0.234	-0.025	0	-0.02	0.011	0	-0.004	0	0	0	-0.059	-0.004	0.025	-0.003	-0.021	-0.004	0.007	0	-0.003	0	0	0	-0.307	-0.178	-0.104	0.01	-0.013	0.018	0.001	0	0	0
1.74	4.5	0.586	-0.39	0.132	-0.021	0.032	-0.005	0.011	0.001	0.004	0	0.001	0	0	0	0.194	0.008	0.008	-0.001	-0.005	-0.003	0.003	0	-0.003	0	-1.158	0.871	0.143	-0.002	0.027	-0.005	0.01	0.001	0.003	0	0.001	0	0	0	0	0	0.233	-0.025	0.001	-0.019	0.011	0	-0.004	0	0	0	-0.062	-0.004	0.025	-0.003	-0.021	-0.005	0.006	0	-0.003	0	0	0	-0.311	-0.176	-0.104	0.01	-0.013	0.016	0.001	0	0	0
1.75	4.5	0.578	-0.372	0.134	-0.021	0.033	-0.005	0.011	0.001	0.004	0	0.001	0	0	0	0.194	0.01	0.008	-0.001	-0.005	-0.003	0.003	0	-0.003	0	-1.126	0.724	0.141	-0.004	0.028	-0.007	0.011	0.001	0.003	0	0.001	0	0	0	0	0	0.233	-0.025	0.001	-0.017	0.011	0	-0.004	0	0	0	-0.065	-0.004	0.024	-0.003	-0.02	-0.005	0.007	0	-0.003	0	0	0	-0.312	-0.173	-0.102	0.009	-0.013	0.013	0.002	0	0	0
1.76	4.5	0.569	-0.36	0.134	-0.02	0.032	-0.005	0.012	0.001	0.004	0	0.001	0	0	0	0.192	0.013	0.008	-0.001	-0.005	-0.003	0.003	0	-0.003	0	-1.079	0.605	0.139	-0.005	0.028	-0.007	0.011	0.001	0.003	0	0.001	0	0	0	0	0	0.234	-0.025	0.001	-0.015	0.011	0	-0.004	0	0	0	-0.066	-0.002	0.024	-0.003	-0.02	-0.005	0.007	0	-0.003	0	0	0	-0.313	-0.172	-0.102	0.008	-0.013	0.013	0.002	0	0	0
1.77	4.5	0.559	-0.35	0.134	-0.02	0.033	-0.005	0.011	0.001	0.004	0	0.001	0	0	0	0.192	0.015	0.008	-0.001	-0.005	-0.002	0.003	0	-0.003	0	-1.023	0.512	0.137	-0.005	0.029	-0.007	0.011	0.001	0.003	0	0.001	0	0	0	0	0	0.234	-0.024	0.001	-0.013	0.011	0	-0.004	0	0	0	-0.069	-0.003	0.025	-0.003	-0.02	-0.006	0.007	0	-0.003	0	0	0	-0.313	-0.169	-0.102	0.008	-0.012	0.01	0.002	0	0	0
