W	Q2	S_{0+}		S_{1+}		S_{2+}		S_{3+}		S_{4+}		S_{5+}		S_{0-}		S_{1-}		S_{2-}		S_{3-}		S_{4-}		S_{5-}		E_{0+}		E_{1+}		E_{2+}		E_{3+}		E_{4+}		E_{5+}		E_{0-}		E_{1-}		E_{2-}		E_{3-}		E_{4-}		E_{5-}		M_{0+}		M_{1+}		M_{2+}		M_{3+}		M_{4+}		M_{5+}		M_{0-}		M_{1-}		M_{2-}		M_{3-}		M_{4-}		M_{5-}
1.5	2.35	0.005	-1.664	0.179	-0.041	0.049	0.002	0.014	0	0.003	0	0.001	0	0	0	0.565	0.552	0.037	0.002	-0.061	-0.013	0.008	0	-0.004	0	3.586	3.999	0.399	-0.04	0.054	0.004	0.017	0	0.002	0	0.001	0	0	0	0	0	0.341	-0.841	-0.072	-0.008	0.019	0	-0.007	0	0	0	0.254	-0.104	0.111	0	-0.052	-0.002	0.015	0	-0.007	0	0	0	-0.81	-1.334	-0.046	1.015	0.055	0.014	0.002	0	0	0
1.51	2.35	0.253	-1.953	0.18	-0.04	0.05	0.002	0.015	0	0.004	0	0.001	0	0	0	0.548	0.515	0.034	-0.003	-0.065	-0.015	0.008	0	-0.004	0	2.905	4.59	0.404	-0.034	0.055	0.005	0.018	0	0.003	0	0.001	0	0	0	0	0	0.503	-0.881	-0.075	-0.01	0.02	0	-0.007	0	0	0	0.223	-0.09	0.108	0.001	-0.051	-0.002	0.015	0	-0.007	0	0	0	-0.778	-1.252	-0.241	1.066	0.059	0.017	0.002	0	0	0
1.52	2.35	0.601	-2.135	0.181	-0.04	0.051	0.003	0.016	0	0.004	0	0.001	0	0	0	0.532	0.482	0.036	-0.009	-0.07	-0.016	0.008	0	-0.004	0	2.044	4.923	0.408	-0.029	0.056	0.005	0.018	0	0.003	0	0.001	0	0	0	0	0	0.669	-0.863	-0.078	-0.012	0.02	0	-0.007	0	0	0	0.194	-0.078	0.107	0.002	-0.052	-0.003	0.015	0	-0.007	0	0	0	-0.748	-1.176	-0.443	1.046	0.065	0.02	0.002	0	0	0
1.53	2.35	0.986	-2.164	0.18	-0.04	0.052	0.003	0.016	0	0.004	0	0.001	0	0	0	0.518	0.45	0.038	-0.015	-0.074	-0.02	0.008	0	-0.004	0	1.15	4.912	0.411	-0.024	0.056	0.005	0.018	0	0.003	0	0.001	0	0	0	0	0	0.813	-0.795	-0.081	-0.014	0.02	0	-0.007	0	0	0	0.165	-0.067	0.107	0.002	-0.052	-0.003	0.015	0	-0.007	0	0	0	-0.724	-1.105	-0.615	0.966	0.071	0.024	0.002	0	0	0
1.54	2.35	1.325	-2.044	0.18	-0.041	0.053	0.003	0.017	0	0.004	0	0.001	0	0	0	0.506	0.421	0.043	-0.017	-0.078	-0.024	0.008	0	-0.004	0	0.406	4.598	0.413	-0.019	0.057	0.006	0.019	0	0.003	0	0.001	0	0	0	0	0	0.92	-0.697	-0.084	-0.017	0.02	0	-0.007	0	0	0	0.14	-0.058	0.105	0.003	-0.053	-0.003	0.015	0	-0.007	0	0	0	-0.701	-1.039	-0.741	0.853	0.077	0.029	0.002	0	0	0
1.55	2.35	1.566	-1.83	0.178	-0.041	0.054	0.003	0.017	0	0.004	0	0.002	0	0	0	0.494	0.395	0.047	-0.018	-0.083	-0.029	0.008	0	-0.005	0	-0.088	4.124	0.416	-0.012	0.058	0.006	0.021	0	0.004	0	0.002	0	0	0	0	0	0.986	-0.59	-0.089	-0.021	0.02	0	-0.007	0	0	0	0.115	-0.051	0.104	0.004	-0.053	-0.003	0.015	0	-0.007	0	0	0	-0.682	-0.978	-0.819	0.729	0.084	0.034	0.002	0	0	0
1.56	2.35	1.698	-1.582	0.176	-0.042	0.054	0.004	0.018	0	0.005	0	0.002	0	0	0	0.483	0.369	0.051	-0.019	-0.089	-0.034	0.008	0	-0.005	0	-0.339	3.631	0.418	-0.005	0.058	0.008	0.021	0	0.004	0	0.002	0	0	0	0	0	1.02	-0.487	-0.093	-0.025	0.02	0	-0.007	0	0	0	0.091	-0.046	0.102	0.004	-0.053	-0.004	0.015	0	-0.007	0	0	0	-0.664	-0.919	-0.86	0.612	0.091	0.042	0.002	0	0	0
1.57	2.35	1.741	-1.341	0.174	-0.045	0.055	0.005	0.019	0	0.005	0	0.002	0	0	0	0.473	0.345	0.054	-0.016	-0.093	-0.041	0.008	0	-0.005	0	-0.41	3.206	0.42	0.002	0.058	0.008	0.022	0	0.005	0	0.002	0	0	0	0	0	1.03	-0.394	-0.099	-0.032	0.02	0	-0.007	0	0	0	0.07	-0.043	0.101	0.004	-0.053	-0.004	0.015	0	-0.007	0	0	0	-0.647	-0.865	-0.877	0.51	0.099	0.051	0.002	0	0	0
1.58	2.35	1.716	-1.13	0.171	-0.047	0.055	0.005	0.02	0	0.005	0	0.002	0	0	0	0.464	0.322	0.056	-0.016	-0.1	-0.049	0.009	0	-0.005	0	-0.365	2.881	0.421	0.008	0.059	0.009	0.022	0	0.005	0	0.002	0	0	0	0	0	1.026	-0.315	-0.104	-0.039	0.021	0	-0.007	0	0	0	0.051	-0.041	0.1	0.006	-0.054	-0.004	0.015	0	-0.007	0	0	0	-0.633	-0.813	-0.876	0.424	0.107	0.062	0.002	0	0	0
1.59	2.35	1.646	-0.964	0.168	-0.051	0.057	0.006	0.02	0	0.006	0	0.002	0	0	0	0.455	0.3	0.056	-0.015	-0.106	-0.06	0.009	0	-0.005	0	-0.255	2.659	0.423	0.017	0.058	0.009	0.023	0	0.006	0	0.002	0	0	0	0	0	1.012	-0.248	-0.108	-0.048	0.021	0	-0.007	0	0	0	0.032	-0.04	0.098	0.006	-0.053	-0.005	0.015	0	-0.007	0	0	0	-0.621	-0.765	-0.866	0.354	0.115	0.077	0.002	0	0	0
1.6	2.35	1.548	-0.843	0.166	-0.055	0.056	0.007	0.02	0.001	0.006	0	0.002	0	0	0	0.448	0.28	0.057	-0.013	-0.11	-0.074	0.009	0	-0.005	0	-0.119	2.535	0.422	0.025	0.058	0.01	0.023	0.001	0.006	0	0.002	0	0	0	0	0	0.991	-0.192	-0.113	-0.06	0.021	0	-0.007	0	0	0	0.014	-0.04	0.096	0.008	-0.054	-0.005	0.014	0	-0.007	0	0	0	-0.609	-0.718	-0.853	0.294	0.122	0.095	0.003	0	0	0
1.61	2.35	1.438	-0.768	0.163	-0.061	0.056	0.007	0.02	0.001	0.006	0	0.003	0	0	0	0.443	0.26	0.057	-0.011	-0.113	-0.089	0.009	0	-0.005	0	0.023	2.5	0.424	0.034	0.058	0.01	0.023	0.001	0.006	0	0.002	0	0	0	0	0	0.968	-0.146	-0.117	-0.074	0.021	0	-0.007	0	0	0	-0.002	-0.041	0.093	0.008	-0.054	-0.005	0.014	0	-0.007	0	0	0	-0.598	-0.676	-0.834	0.244	0.127	0.117	0.003	0	0.001	0
1.62	2.35	1.328	-0.731	0.161	-0.068	0.056	0.007	0.021	0.001	0.007	0	0.003	0	0	0	0.437	0.243	0.058	-0.011	-0.112	-0.108	0.009	0	-0.005	0	0.149	2.549	0.423	0.044	0.056	0.01	0.023	0.001	0.007	0	0.002	0	0	0	0	0	0.942	-0.107	-0.118	-0.091	0.021	0	-0.007	0	0	0	-0.017	-0.044	0.091	0.009	-0.054	-0.006	0.014	0	-0.007	0	0	0	-0.588	-0.635	-0.816	0.203	0.127	0.142	0.003	0	0.001	0
1.63	2.35	1.223	-0.724	0.158	-0.076	0.054	0.006	0.021	0.001	0.007	0	0.003	0	0	0	0.432	0.224	0.058	-0.009	-0.107	-0.131	0.008	0	-0.005	0	0.239	2.682	0.421	0.056	0.055	0.01	0.024	0.001	0.007	0	0.002	0	0	0	0	0	0.915	-0.077	-0.114	-0.113	0.021	0	-0.007	0	0	0	-0.033	-0.047	0.086	0.008	-0.054	-0.006	0.014	0	-0.007	0	0	0	-0.578	-0.594	-0.797	0.169	0.12	0.172	0.003	0	0.001	0
1.64	2.35	1.125	-0.747	0.157	-0.085	0.054	0.005	0.022	0.001	0.007	0	0.003	0	0	0	0.43	0.207	0.057	-0.009	-0.095	-0.154	0.008	0	-0.005	0	0.269	2.893	0.418	0.066	0.054	0.009	0.025	0.001	0.007	0	0.002	0	0	0	0	0	0.888	-0.053	-0.105	-0.133	0.021	0	-0.007	0	0	0	-0.044	-0.051	0.083	0.009	-0.054	-0.007	0.015	0	-0.007	0	0	0	-0.574	-0.559	-0.778	0.142	0.105	0.203	0.003	0	0.001	0
1.65	2.35	1.041	-0.801	0.158	-0.094	0.053	0.004	0.023	0.001	0.007	0	0.003	0	0	0	0.428	0.193	0.057	-0.008	-0.074	-0.174	0.008	0	-0.005	0	0.203	3.165	0.413	0.079	0.051	0.006	0.025	0.001	0.007	0	0.002	0	0	0	0	0	0.861	-0.036	-0.088	-0.156	0.021	0	-0.007	0	0	0	-0.056	-0.057	0.081	0.008	-0.056	-0.007	0.014	0	-0.007	0	0	0	-0.57	-0.524	-0.761	0.119	0.079	0.231	0.003	0	0.001	0
1.66	2.35	0.984	-0.887	0.159	-0.104	0.052	0.001	0.023	0.001	0.008	0	0.003	0	0	0	0.429	0.181	0.056	-0.007	-0.047	-0.189	0.008	0	-0.005	0	0.009	3.468	0.407	0.092	0.05	0.004	0.025	0.001	0.007	0	0.003	0	0	0	0	0	0.835	-0.023	-0.064	-0.171	0.021	0	-0.007	0	0	0	-0.062	-0.063	0.077	0.006	-0.056	-0.008	0.014	0	-0.007	0	0	0	-0.57	-0.495	-0.743	0.099	0.044	0.251	0.003	0	0.001	0
1.67	2.35	0.976	-0.995	0.163	-0.116	0.054	0	0.024	0.001	0.008	0	0.003	0	0	0	0.432	0.168	0.055	-0.008	-0.017	-0.192	0.008	0	-0.005	0	-0.337	3.742	0.399	0.105	0.05	0	0.025	0.001	0.008	0	0.003	0	0	0	0	0	0.812	-0.015	-0.036	-0.178	0.022	0	-0.007	0	0	0	-0.067	-0.07	0.074	0.004	-0.056	-0.008	0.014	0	-0.007	0	0	0	-0.572	-0.468	-0.729	0.084	0.003	0.26	0.003	0	0.001	0
1.68	2.35	1.028	-1.094	0.168	-0.126	0.053	-0.002	0.025	0.001	0.008	0	0.004	0	0	0	0.434	0.157	0.055	-0.008	0.012	-0.188	0.008	0	-0.004	0	-0.827	3.912	0.389	0.117	0.051	-0.004	0.025	0.001	0.008	0	0.003	0	0	0	0	0	0.792	-0.01	-0.009	-0.179	0.022	0	-0.007	0	0	0	-0.07	-0.077	0.072	0.001	-0.056	-0.008	0.014	0	-0.007	0	0	0	-0.574	-0.443	-0.716	0.073	-0.036	0.254	0.003	0	0.001	0
1.69	2.35	1.126	-1.146	0.175	-0.135	0.055	-0.005	0.025	0.001	0.008	0	0.004	0	0	0	0.439	0.151	0.055	-0.006	0.037	-0.176	0.008	0	-0.004	0	-1.408	3.899	0.375	0.129	0.052	-0.006	0.025	0.001	0.008	0	0.003	0	0	0	0	0	0.773	-0.008	0.016	-0.171	0.022	0	-0.007	0	0	0	-0.073	-0.082	0.071	0	-0.056	-0.009	0.014	0	-0.007	0	0	0	-0.579	-0.424	-0.703	0.063	-0.07	0.239	0.005	0	0.001	0
1.7	2.35	1.231	-1.137	0.185	-0.145	0.058	-0.007	0.026	0.002	0.009	0	0.004	0	0	0	0.443	0.145	0.055	-0.007	0.054	-0.159	0.008	0	-0.004	0	-1.966	3.668	0.36	0.138	0.055	-0.009	0.026	0.001	0.008	0	0.003	0	0	0	0	0	0.757	-0.009	0.036	-0.159	0.022	0	-0.007	0	0	0	-0.073	-0.088	0.07	-0.003	-0.055	-0.01	0.014	0	-0.007	0	0	0	-0.586	-0.406	-0.692	0.055	-0.095	0.218	0.005	0	0.001	0
1.71	2.35	1.315	-1.082	0.195	-0.151	0.058	-0.008	0.026	0.002	0.009	0	0.004	0	0	0	0.449	0.144	0.053	-0.006	0.066	-0.142	0.008	0	-0.005	0	-2.394	3.269	0.343	0.145	0.057	-0.01	0.026	0.001	0.008	0	0.003	0	0	0	0	0	0.743	-0.011	0.05	-0.145	0.022	0	-0.007	0	0	0	-0.073	-0.092	0.069	-0.004	-0.055	-0.011	0.014	0	-0.008	0	0	0	-0.594	-0.395	-0.684	0.049	-0.111	0.194	0.005	0	0.001	0
1.72	2.35	1.359	-1.005	0.206	-0.157	0.061	-0.009	0.027	0.002	0.01	0	0.004	0	0	0	0.453	0.141	0.054	-0.006	0.071	-0.126	0.008	0	-0.005	0	-2.645	2.801	0.326	0.151	0.06	-0.011	0.028	0.002	0.008	0	0.003	0	0	0	0	0	0.733	-0.014	0.06	-0.131	0.022	0	-0.007	0	0	0	-0.073	-0.095	0.069	-0.005	-0.055	-0.011	0.014	0	-0.008	0	0	0	-0.603	-0.385	-0.676	0.045	-0.12	0.173	0.005	0	0.001	0
1.73	2.35	1.372	-0.928	0.218	-0.16	0.064	-0.01	0.028	0.002	0.01	0	0.004	0	0	0	0.457	0.143	0.053	-0.006	0.074	-0.111	0.008	0	-0.005	0	-2.741	2.347	0.307	0.153	0.061	-0.012	0.028	0.002	0.008	0	0.004	0	0	0	0	0	0.724	-0.016	0.067	-0.117	0.022	0	-0.007	0	0	0	-0.071	-0.096	0.069	-0.007	-0.054	-0.012	0.014	0	-0.008	0	0	0	-0.609	-0.376	-0.671	0.04	-0.124	0.152	0.005	0	0.001	0
1.74	2.35	1.362	-0.86	0.229	-0.161	0.065	-0.009	0.028	0.002	0.01	0	0.004	0	0	0	0.462	0.144	0.052	-0.006	0.075	-0.098	0.008	0	-0.005	0	-2.732	1.951	0.29	0.153	0.063	-0.014	0.028	0.002	0.009	0	0.004	0	0	0	0	0	0.717	-0.019	0.071	-0.106	0.022	0	-0.007	0	0	0	-0.071	-0.096	0.069	-0.007	-0.054	-0.013	0.014	0	-0.008	0	0	0	-0.615	-0.369	-0.666	0.037	-0.126	0.136	0.005	0	0.001	0
1.75	2.35	1.339	-0.806	0.239	-0.161	0.067	-0.009	0.028	0.002	0.011	0	0.005	0	0	0	0.463	0.146	0.051	-0.004	0.074	-0.089	0.008	0	-0.005	0	-2.657	1.624	0.272	0.15	0.066	-0.014	0.028	0.002	0.009	0	0.004	0	0	0	0	0	0.71	-0.021	0.073	-0.096	0.023	0	-0.007	0	0	0	-0.07	-0.094	0.068	-0.008	-0.053	-0.014	0.012	0	-0.008	0	0	0	-0.621	-0.363	-0.661	0.034	-0.126	0.122	0.005	0	0.001	0
1.76	2.35	1.311	-0.763	0.25	-0.157	0.068	-0.01	0.029	0.002	0.011	0	0.005	0	0	0	0.464	0.148	0.051	-0.005	0.073	-0.078	0.008	0	-0.005	0	-2.546	1.361	0.257	0.146	0.067	-0.014	0.028	0.002	0.009	0	0.004	0	0	0	0	0	0.705	-0.025	0.074	-0.087	0.023	0	-0.006	0	0	0	-0.07	-0.092	0.069	-0.006	-0.053	-0.015	0.012	0	-0.008	0	0	0	-0.624	-0.359	-0.659	0.031	-0.124	0.109	0.005	0	0.003	0
1.77	2.35	1.279	-0.731	0.258	-0.155	0.069	-0.01	0.029	0.002	0.011	0	0.005	0	0	0	0.462	0.149	0.051	-0.005	0.071	-0.072	0.008	0	-0.005	0	-2.421	1.152	0.242	0.14	0.068	-0.014	0.029	0.002	0.009	0	0.004	0	0	0	0	0	0.701	-0.026	0.074	-0.079	0.023	0	-0.006	0	0	0	-0.069	-0.09	0.068	-0.007	-0.053	-0.016	0.012	0	-0.008	0	0	0	-0.624	-0.354	-0.657	0.029	-0.122	0.098	0.006	0	0.003	0
1.78	2.35	1.249	-0.706	0.267	-0.15	0.071	-0.009	0.03	0.002	0.011	0	0.005	0	0	0	0.462	0.15	0.05	-0.005	0.07	-0.065	0.008	0	-0.005	0	-2.289	0.989	0.229	0.133	0.07	-0.013	0.029	0.002	0.009	0	0.004	0	0	0	0	0	0.699	-0.029	0.074	-0.072	0.023	0	-0.006	0	0	0	-0.071	-0.086	0.067	-0.007	-0.052	-0.016	0.012	0	-0.008	0	0	0	-0.623	-0.349	-0.656	0.026	-0.119	0.089	0.006	0	0.003	0
1.79	2.35	1.218	-0.688	0.272	-0.146	0.072	-0.011	0.03	0.003	0.012	0	0.006	0	0	0	0.458	0.152	0.049	-0.005	0.067	-0.059	0.008	0	-0.005	0	-2.157	0.864	0.219	0.126	0.071	-0.012	0.029	0.002	0.009	0	0.004	0	0	0	0	0	0.695	-0.031	0.074	-0.067	0.023	0	-0.006	0	0	0	-0.073	-0.082	0.066	-0.007	-0.05	-0.017	0.012	0	-0.008	0	0	0	-0.62	-0.343	-0.655	0.025	-0.116	0.082	0.005	0	0.003	0
1.8	2.35	1.189	-0.676	0.278	-0.141	0.074	-0.011	0.03	0.003	0.012	0	0.006	0	0	0	0.454	0.152	0.049	-0.004	0.065	-0.054	0.008	0	-0.005	0	-2.031	0.771	0.207	0.119	0.072	-0.011	0.029	0.002	0.01	0	0.004	0	0	0	0	0	0.693	-0.031	0.073	-0.061	0.023	0	-0.006	0	0	0	-0.074	-0.079	0.066	-0.007	-0.049	-0.018	0.011	0	-0.008	0	0	0	-0.616	-0.338	-0.654	0.022	-0.113	0.074	0.005	0	0.003	0
1.81	2.35	1.161	-0.667	0.282	-0.136	0.075	-0.01	0.03	0.003	0.013	0	0.006	0	0	0	0.45	0.153	0.049	-0.005	0.063	-0.049	0.008	0	-0.005	0	-1.909	0.703	0.2	0.11	0.073	-0.011	0.029	0.002	0.01	0	0.004	0	0	0	0	0	0.69	-0.032	0.072	-0.056	0.023	0	-0.006	0	0	0	-0.076	-0.074	0.064	-0.007	-0.048	-0.018	0.011	0	-0.008	0	0	0	-0.61	-0.331	-0.654	0.021	-0.111	0.069	0.006	0	0.003	0
1.82	2.35	1.137	-0.661	0.286	-0.131	0.076	-0.01	0.029	0.003	0.013	0	0.006	0	0	0	0.445	0.151	0.048	-0.004	0.06	-0.045	0.008	0	-0.005	0	-1.795	0.659	0.192	0.103	0.073	-0.011	0.029	0.002	0.01	0	0.004	0	0	0	0	0	0.688	-0.033	0.071	-0.052	0.023	0	-0.006	0	0	0	-0.078	-0.071	0.064	-0.007	-0.046	-0.019	0.012	0	-0.008	0	0	0	-0.602	-0.325	-0.654	0.02	-0.107	0.063	0.006	0	0.003	0
1.83	2.35	1.112	-0.659	0.288	-0.126	0.076	-0.01	0.029	0.003	0.013	0	0.006	0	0	0	0.439	0.152	0.047	-0.005	0.058	-0.041	0.008	0	-0.006	0	-1.69	0.636	0.185	0.096	0.075	-0.011	0.028	0.002	0.01	0	0.004	0	0	0	0	0	0.686	-0.033	0.071	-0.05	0.023	0	-0.006	0	0	0	-0.081	-0.068	0.062	-0.007	-0.044	-0.019	0.011	0	-0.008	0	0	0	-0.594	-0.319	-0.654	0.017	-0.104	0.058	0.006	0	0.003	0
1.84	2.35	1.092	-0.659	0.29	-0.121	0.076	-0.009	0.029	0.003	0.014	0	0.007	0	0	0	0.433	0.15	0.046	-0.004	0.057	-0.039	0.008	0	-0.006	0	-1.593	0.632	0.179	0.089	0.075	-0.011	0.028	0.002	0.011	0	0.004	0	0	0	0	0	0.686	-0.033	0.07	-0.046	0.024	0	-0.006	0	0	0	-0.082	-0.064	0.062	-0.006	-0.042	-0.019	0.011	0	-0.008	0	0	0	-0.585	-0.313	-0.656	0.016	-0.101	0.054	0.008	0	0.003	0
1.85	2.35	1.072	-0.662	0.291	-0.116	0.077	-0.009	0.029	0.002	0.014	0	0.007	0	0	0	0.426	0.149	0.046	-0.005	0.054	-0.035	0.007	0	-0.006	0	-1.508	0.643	0.174	0.082	0.075	-0.011	0.028	0.002	0.011	0	0.004	0	0	0	0	0	0.684	-0.033	0.069	-0.044	0.024	0	-0.006	0	0	0	-0.086	-0.061	0.062	-0.006	-0.04	-0.018	0.011	0	-0.008	0	0	0	-0.575	-0.306	-0.657	0.015	-0.098	0.05	0.008	0	0.003	0
1.86	2.35	1.054	-0.667	0.292	-0.113	0.078	-0.009	0.029	0.002	0.014	0	0.007	0	0	0	0.42	0.147	0.046	-0.005	0.051	-0.033	0.007	0	-0.006	0	-1.434	0.673	0.169	0.076	0.076	-0.01	0.028	0.001	0.011	0	0.005	0	0	0	0	0	0.682	-0.035	0.07	-0.042	0.024	0	-0.006	0	0	0	-0.087	-0.058	0.059	-0.006	-0.038	-0.017	0.011	0	-0.008	0	0	0	-0.565	-0.299	-0.659	0.012	-0.096	0.048	0.008	0	0.003	0
1.87	2.35	1.041	-0.675	0.293	-0.108	0.078	-0.009	0.029	0.002	0.015	0	0.007	0	0	0	0.413	0.146	0.046	-0.004	0.049	-0.03	0.007	0	-0.006	0	-1.375	0.715	0.166	0.07	0.076	-0.01	0.028	0.001	0.011	0	0.005	0	0	0	0	0	0.682	-0.034	0.069	-0.039	0.024	0	-0.004	0	0	0	-0.089	-0.056	0.059	-0.006	-0.038	-0.016	0.011	0	-0.008	0	0	0	-0.555	-0.292	-0.66	0.011	-0.092	0.045	0.008	0	0.003	0
1.88	2.35	1.029	-0.684	0.293	-0.104	0.079	-0.009	0.03	0.001	0.015	0	0.007	0	0	0	0.407	0.143	0.045	-0.006	0.047	-0.029	0.007	0	-0.006	0	-1.331	0.772	0.162	0.065	0.076	-0.01	0.028	0.001	0.012	0	0.005	0	0	0	0	0	0.68	-0.034	0.069	-0.036	0.024	0	-0.004	0	0	0	-0.091	-0.054	0.058	-0.005	-0.035	-0.015	0.011	0	-0.008	0	0	0	-0.545	-0.285	-0.661	0.009	-0.089	0.041	0.008	0	0.003	0
1.89	2.35	1.022	-0.695	0.293	-0.101	0.079	-0.008	0.03	0.001	0.016	0	0.007	0	0	0	0.4	0.141	0.044	-0.005	0.046	-0.027	0.007	0	-0.006	0	-1.308	0.837	0.159	0.06	0.076	-0.01	0.028	0	0.012	0	0.005	0	0	0	0	0	0.679	-0.033	0.068	-0.036	0.024	0	-0.004	0	0	0	-0.092	-0.052	0.056	-0.007	-0.034	-0.013	0.011	0	-0.008	0	0	0	-0.533	-0.278	-0.664	0.008	-0.087	0.04	0.008	0	0.003	0
1.9	2.35	1.02	-0.706	0.292	-0.098	0.08	-0.008	0.03	0	0.016	0	0.008	0	0	0	0.394	0.139	0.044	-0.004	0.043	-0.026	0.007	0	-0.006	0	-1.305	0.91	0.155	0.056	0.076	-0.01	0.028	0	0.012	0	0.005	0	0	0	0	0	0.676	-0.034	0.068	-0.034	0.024	0	-0.004	0	0	0	-0.091	-0.05	0.055	-0.007	-0.033	-0.01	0.011	0	-0.008	0	0	0	-0.523	-0.27	-0.666	0.005	-0.084	0.037	0.008	0	0.004	0
1.91	2.35	1.023	-0.717	0.293	-0.095	0.08	-0.008	0.031	0	0.016	0	0.008	0	0	0	0.387	0.137	0.043	-0.005	0.042	-0.023	0.007	0	-0.006	0	-1.326	0.985	0.153	0.051	0.076	-0.01	0.028	0	0.012	0	0.005	0	0	0	0	0	0.676	-0.033	0.067	-0.033	0.024	0	-0.004	0	0	0	-0.093	-0.048	0.055	-0.006	-0.033	-0.008	0.011	0	-0.008	0	0	0	-0.511	-0.264	-0.669	0.003	-0.082	0.036	0.008	0	0.004	0
1.92	2.35	1.031	-0.726	0.292	-0.091	0.08	-0.008	0.031	0	0.016	0	0.008	0	0	0	0.38	0.134	0.042	-0.005	0.039	-0.023	0.007	0	-0.006	0	-1.372	1.054	0.15	0.047	0.078	-0.01	0.028	0	0.012	0	0.005	0	0	0	0	0	0.675	-0.033	0.067	-0.031	0.024	0	-0.004	0	0	0	-0.093	-0.047	0.053	-0.006	-0.032	-0.007	0.011	0	-0.008	0	0	0	-0.501	-0.257	-0.671	0.001	-0.08	0.033	0.008	0	0.004	0
1.93	2.35	1.043	-0.733	0.29	-0.089	0.081	-0.008	0.031	-0.001	0.016	0	0.008	0	0	0	0.374	0.132	0.043	-0.005	0.039	-0.021	0.007	0	-0.006	0	-1.44	1.111	0.148	0.043	0.078	-0.009	0.03	-0.001	0.012	0	0.005	0	0	0	0	0	0.674	-0.033	0.067	-0.029	0.024	0	-0.004	0	0	0	-0.093	-0.044	0.052	-0.006	-0.032	-0.004	0.01	0	-0.008	0	0	0	-0.489	-0.249	-0.674	0	-0.078	0.033	0.008	0	0.004	0
1.94	2.35	1.059	-0.735	0.289	-0.086	0.081	-0.008	0.032	-0.002	0.017	0	0.008	0	0	0	0.367	0.13	0.042	-0.004	0.036	-0.02	0.007	0	-0.006	0	-1.525	1.15	0.145	0.04	0.078	-0.01	0.03	-0.001	0.012	0	0.006	0	0	0	0	0	0.673	-0.033	0.066	-0.029	0.025	0	-0.004	0	0	0	-0.093	-0.043	0.051	-0.006	-0.032	-0.002	0.01	0	-0.008	0	0	0	-0.479	-0.244	-0.676	-0.002	-0.075	0.032	0.008	0	0.004	0
1.95	2.35	1.077	-0.731	0.289	-0.085	0.081	-0.008	0.033	-0.002	0.017	0	0.008	0	0	0	0.36	0.127	0.041	-0.005	0.035	-0.02	0.007	0	-0.007	0	-1.621	1.169	0.143	0.037	0.078	-0.01	0.031	-0.001	0.012	0	0.006	0	0	0	0	0	0.67	-0.032	0.067	-0.027	0.025	0	-0.004	0	0	0	-0.093	-0.042	0.051	-0.006	-0.033	-0.001	0.01	0	-0.008	0	0	0	-0.468	-0.236	-0.678	-0.006	-0.074	0.029	0.008	0	0.004	0
1.96	2.35	1.096	-0.723	0.287	-0.082	0.082	-0.008	0.033	-0.003	0.017	0	0.008	0	0	0	0.355	0.125	0.041	-0.005	0.034	-0.019	0.006	0	-0.007	0	-1.723	1.161	0.141	0.033	0.078	-0.009	0.031	-0.002	0.012	0	0.006	0	0	0	0	0	0.669	-0.032	0.067	-0.026	0.025	0	-0.004	0	0	0	-0.092	-0.041	0.049	-0.006	-0.033	0.001	0.01	0	-0.008	0	0	0	-0.458	-0.231	-0.682	-0.007	-0.072	0.029	0.008	0	0.004	0
1.97	2.35	1.114	-0.708	0.286	-0.08	0.082	-0.008	0.033	-0.003	0.018	0	0.009	0	0	0	0.349	0.121	0.04	-0.005	0.032	-0.017	0.006	0	-0.007	0	-1.82	1.131	0.139	0.03	0.078	-0.009	0.031	-0.002	0.013	0	0.006	0	0	0	0	0	0.668	-0.031	0.066	-0.026	0.025	0	-0.004	0	0	0	-0.091	-0.04	0.048	-0.005	-0.035	0.002	0.01	0	-0.008	0	0	0	-0.447	-0.224	-0.684	-0.009	-0.07	0.028	0.01	0	0.004	0
1.98	2.35	1.13	-0.69	0.284	-0.078	0.082	-0.008	0.034	-0.003	0.018	0	0.009	0	0	0	0.343	0.119	0.041	-0.006	0.031	-0.017	0.006	0	-0.007	0	-1.907	1.083	0.137	0.028	0.077	-0.009	0.031	-0.002	0.013	0	0.006	0	0	0	0	0	0.667	-0.031	0.066	-0.024	0.025	0	-0.004	0	0	0	-0.09	-0.039	0.047	-0.005	-0.036	0.003	0.01	0	-0.008	0	0	0	-0.437	-0.217	-0.686	-0.011	-0.068	0.027	0.01	0	0.004	0
1.99	2.35	1.144	-0.668	0.282	-0.076	0.082	-0.008	0.035	-0.003	0.018	0	0.009	0	0	0	0.336	0.118	0.04	-0.006	0.03	-0.016	0.006	0	-0.007	0	-1.981	1.021	0.135	0.025	0.077	-0.009	0.032	-0.002	0.013	0	0.006	0	0	0	0	0	0.666	-0.029	0.066	-0.024	0.025	0	-0.003	0	0	0	-0.088	-0.038	0.046	-0.005	-0.037	0.004	0.01	0	-0.008	0	0	0	-0.427	-0.212	-0.691	-0.015	-0.066	0.026	0.01	0	0.004	0
