W,Q2,L0+Re,L0+Im,L1+Re,L1+Im,L2+Re,L2+Im,L3+Re,L3+Im,L4+Re,L4+Im,L5+Re,L5+Im,L0-Re,L0-Im,L1-Re,L1-Im,L2-Re,L2-Im,L3-Re,L3-Im,L4-Re,L4-Im,L5-Re,L5-Im,E0+Re,E0+Im,E1+Re,E1+Im,E2+Re,E2+Im,E3+Re,E3+Im,E4+Re,E4+Im,E5+Re,E5+Im,E0-Re,E0-Im,E1-Re,E1-Im,E2-Re,E2-Im,E3-Re,E3-Im,E4-Re,E4-Im,E5-Re,E5-Im,M0+Re,M0+Im,M1+Re,M1+Im,M2+Re,M2+Im,M3+Re,M3+Im,M4+Re,M4+Im,M5+Re,M5+Im,M0-Re,M0-Im,M1-Re,M1-Im,M2-Re,M2-Im,M3-Re,M3-Im,M4-Re,M4-Im,M5-Re,M5-Im,
1.24,1.05,0.383985,-0.110277,-0.033297,0.127537,0.00320751,-0,-0.000305477,-0,-0,-0,-0,-0,-0,-0,-0.351757,-0.0420031,-0.0189396,-0,0.00458216,-0,-0.00106917,-0,0.000305477,-0,2.904,0.555,0.34,-0.226,0.018,0,-0.003,0,0.001,0,0,0,0,0,0,0,-0.591,-0.014,0.1,0,-0.024,0,0.005,0,0,0,-1.672,11.758,-0.226,0.002,0.07,0,-0.015,0,0.005,0,0,0,-3.725,-0.122,0.132,0.013,0.004,0.001,0.001,0,0,0,
1.25,1.05,0.356623,-0.108451,-0.0427834,0.0963694,0.00298489,-0.000142138,-0.000142138,-0,-0,-0,-0,-0,-0,-0,-0.337861,-0.0503167,-0.0173408,-0,0.00440627,-0,-0.000994964,-0,0.000284275,-0,2.868,0.578,0.357,-0.147,0.018,0.001,-0.003,0,0.001,0,0,0,0,0,0,0,-0.607,-0.017,0.104,0,-0.025,0,0.007,0,0,0,-3.044,10.356,-0.226,0.003,0.073,0,-0.015,0,0.005,0,0,0,-3.688,-0.18,0.142,0.016,0.006,0.001,0.001,0,0,0,
1.26,1.05,0.32948,-0.105792,-0.0444746,0.0707909,0.00263163,-0.000131582,-0.000131582,-0,0.000263163,-0,-0,-0,-0,-0,-0.32198,-0.0592117,-0.0157898,-0,0.00421061,-0,-0.000921071,-0,0.000263163,-0,2.837,0.6,0.355,-0.081,0.018,0.001,-0.003,0,0.001,0,0,0,0,0,0,0,-0.623,-0.02,0.107,0,-0.026,0,0.007,0,0,0,-3.87,8.974,-0.225,0.003,0.076,0.001,-0.017,0,0.005,0,0,0,-3.644,-0.246,0.154,0.02,0.006,0.001,0.001,0,0,0,
1.27,1.05,0.302561,-0.101943,-0.041649,0.0510927,0.00254253,-0.000121073,-0.000121073,-0,0.000121073,-0,-0,-0,-0,-0,-0.304498,-0.0678007,-0.0140444,0.000121073,0.0039954,0.000121073,-0.000847509,-0,0.000242145,-0,2.81,0.624,0.342,-0.031,0.018,0.001,-0.002,0,0.001,0,0,0,0,0,0,0,-0.637,-0.024,0.109,0,-0.026,0,0.008,0,0,0,-4.313,7.73,-0.224,0.004,0.077,0.001,-0.017,0,0.006,0,0,0,-3.592,-0.32,0.166,0.024,0.008,0.001,0.002,0,0,0,
1.28,1.05,0.275759,-0.097229,-0.036613,0.0363918,0.00232288,-0.000110613,-0.000110613,-0,0.000110613,-0,-0,-0,-0,-0,-0.284829,-0.0761019,-0.0123887,-0,0.00376085,0.000110613,-0.000774293,-0,0.000221226,-0,2.788,0.649,0.325,0.007,0.018,0.001,-0.001,0,0.001,0,0,0,0,0,0,0,-0.652,-0.027,0.112,0,-0.028,0,0.008,0,0,0,-4.501,6.66,-0.223,0.004,0.08,0.001,-0.017,0,0.005,0,0,0,-3.529,-0.405,0.179,0.029,0.008,0.001,0.002,0,0,0,
1.29,1.05,0.249411,-0.0916879,-0.0310637,0.025352,0.00210431,-0.000200411,-0.000100205,-0,0.000100205,-0,-0,-0,-0,-0,-0.262939,-0.0836715,-0.0108222,0.000100205,0.00350719,0.000200411,-0.000601232,-0,0.000200411,-0,2.772,0.675,0.307,0.035,0.018,0.001,-0.001,0,0,0,0,0,0,0,0,0,-0.666,-0.032,0.114,0,-0.029,0,0.008,0,0,0,-4.532,5.754,-0.221,0.005,0.082,0.001,-0.018,0,0.005,0,0,0,-3.454,-0.497,0.193,0.035,0.011,0.002,0.002,0,0,0,
1.3,1.05,0.22328,-0.0851789,-0.0256076,0.0172514,0.00197673,-0.000179702,-8.98512e-05,-0,0.000179702,-0,-0,-0,-0,-0,-0.238465,-0.0901207,-0.00925467,8.98512e-05,0.00314479,0.000179702,-0.000539107,-0,0.000179702,-0,2.76,0.707,0.29,0.056,0.018,0.002,-0.001,0,0.001,0,0,0,0,0,0,0,-0.681,-0.037,0.116,0,-0.029,0,0.008,0,0,0,-4.47,4.988,-0.218,0.005,0.084,0.001,-0.018,0,0.006,0,0,0,-3.364,-0.599,0.208,0.044,0.013,0.002,0.002,0,0,0,
1.31,1.05,0.197211,-0.0780412,-0.0205246,0.0115351,0.00175016,-0.000159105,-7.95527e-05,-0,7.95527e-05,-0,-0,-0,-0,-0,-0.21169,-0.0944291,-0.00779617,7.95527e-05,0.00294345,0.000159105,-0.000477316,-0,7.95527e-05,-0,2.755,0.736,0.274,0.07,0.018,0.002,-0.001,0,0.001,0,0,0,0,0,0,0,-0.695,-0.042,0.117,0,-0.029,0,0.008,0,0,0,-4.345,4.349,-0.215,0.005,0.086,0.001,-0.018,0,0.006,0,0,0,-3.257,-0.703,0.224,0.052,0.014,0.002,0.003,0,0,0,
1.32,1.05,0.171616,-0.0700744,-0.0160111,0.00734707,0.00152486,-6.93119e-05,-0,-0,6.93119e-05,-0,-0,-0,-0,-0,-0.182706,-0.0961357,-0.00651532,0.000207936,0.00256454,0.000138624,-0.000485184,-0,0.000138624,-0,2.755,0.767,0.258,0.081,0.018,0.002,-0.001,0,0,0,0,0,0,0,0,0,-0.709,-0.05,0.121,0,-0.03,0,0.008,0,0,0,-4.185,3.806,-0.213,0.005,0.088,0.001,-0.018,0,0.006,0,0,0,-3.129,-0.81,0.241,0.062,0.017,0.002,0.003,0,0,0,
1.33,1.05,0.14623,-0.0613776,-0.0120627,0.0044348,0.00136001,-5.91307e-05,-5.91307e-05,-0,5.91307e-05,-0,-0,-0,-0,-0,-0.152084,-0.0944317,-0.0052035,0.000177392,0.0023061,0.000177392,-0.000354784,-0,0.000118261,-0,2.762,0.802,0.245,0.089,0.017,0.002,-0.001,0,0.001,0,0,0,0,0,0,0,-0.723,-0.057,0.122,0.001,-0.031,0,0.008,0,0,0,-4.009,3.344,-0.209,0.006,0.09,0.001,-0.018,0,0.007,0,0,0,-2.976,-0.915,0.261,0.075,0.019,0.003,0.003,0,0,0,
1.34,1.05,0.121155,-0.0521474,-0.00877292,0.00240153,0.00112725,-4.90107e-05,-0,-0,4.90107e-05,-0,-0,-0,-0,-0,-0.120566,-0.0885134,-0.00396987,0.000196043,0.00196043,0.000147032,-0.000294064,-0,9.80214e-05,-0,2.775,0.838,0.234,0.093,0.017,0.002,-0.001,0,0,0,0,0,0,0,0,0,-0.737,-0.066,0.122,0,-0.032,0,0.009,0,0,0,-3.823,2.946,-0.206,0.006,0.091,0.001,-0.018,0,0.007,0,0,0,-2.798,-1.007,0.283,0.09,0.022,0.003,0.004,0,0,0,
1.35,1.05,0.0962937,-0.0423427,-0.00599888,0.00112966,0.000895937,-7.79075e-05,-0,-0,7.79075e-05,-0,-0,-0,-0,-0,-0.0896716,-0.0778686,-0.00288258,0.000233723,0.00163606,0.000155815,-0.000233723,-0,7.79075e-05,-0,2.795,0.878,0.223,0.096,0.018,0.003,-0.001,0,0.001,0,0,0,0,0,0,0,-0.753,-0.077,0.124,0,-0.032,0,0.009,0,0,0,-3.636,2.603,-0.202,0.007,0.093,0.001,-0.018,0,0.007,0,0,0,-2.598,-1.079,0.306,0.107,0.024,0.004,0.004,0,0,0,
1.36,1.05,0.0716506,-0.0320603,-0.00379395,0.000318576,0.000666113,-8.68843e-05,2.89614e-05,-0,2.89614e-05,-0,-0,-0,-0,-0,-0.060848,-0.0626436,-0.00194042,0.00020273,0.00124534,0.000115846,-0.000173769,-0,5.79229e-05,-0,2.824,0.924,0.215,0.098,0.018,0.003,-0.001,0,0.001,0,0,0,0,0,0,0,-0.768,-0.089,0.125,0,-0.032,0,0.009,0,0,0,-3.449,2.303,-0.197,0.007,0.095,0.002,-0.018,0,0.006,0,0,0,-2.383,-1.123,0.333,0.13,0.027,0.004,0.004,0,0,0,
1.37,1.05,0.0471884,-0.0214147,-0.00207484,-3.80705e-05,0.000456847,-5.71058e-05,1.90353e-05,-0,1.90353e-05,-0,-0,-0,-0,-0,-0.0355769,-0.0434575,-0.00110405,0.000171317,0.000856587,9.51764e-05,-0.000114212,-0,3.80705e-05,-0,2.861,0.972,0.207,0.099,0.018,0.003,-0.001,0,0,0,0,0,0,0,0,0,-0.785,-0.103,0.127,0.001,-0.032,0,0.009,0,0,0,-3.266,2.039,-0.193,0.008,0.097,0.002,-0.018,0,0.007,0,0,0,-2.164,-1.133,0.361,0.155,0.031,0.005,0.004,0,0,0,
1.38,1.05,0.0228225,-0.0104431,-0.000816729,-0.000119298,0.000211065,-2.75302e-05,-0,-0,9.17673e-06,-0,-0,-0,-0,-0,-0.0149214,-0.0215561,-0.000458837,0.000119298,0.000431306,4.58837e-05,-5.50604e-05,-0,1.83535e-05,-0,2.909,1.028,0.2,0.099,0.017,0.003,-0.001,0,0.001,0,0,0,0,0,0,0,-0.802,-0.119,0.128,0.001,-0.033,0,0.009,0,0,0,-3.088,1.806,-0.188,0.008,0.098,0.002,-0.018,0,0.007,0,0,0,-1.955,-1.111,0.393,0.186,0.034,0.006,0.004,0,0,0,
1.39,1.05,-0.00153139,0.000702881,4.22832e-05,1.28688e-05,-1.40944e-05,1.8384e-06,0,0,-6.128e-07,0,0,0,0,0,0.000851179,0.00144866,2.51248e-05,-9.8048e-06,-3.00272e-05,-4.2896e-06,3.6768e-06,0,-6.128e-07,0,2.967,1.091,0.196,0.099,0.018,0.004,-0.001,-0.001,0,0,0,0,0,0,0,0,-0.82,-0.139,0.13,0,-0.034,0,0.009,0,0,0,-2.915,1.599,-0.185,0.008,0.1,0.003,-0.018,0,0.007,0,0,0,-1.763,-1.062,0.427,0.224,0.038,0.007,0.005,0,0,0,
1.4,1.05,-0.0260057,0.0119025,0.000506269,0.000289297,-0.000247968,4.13281e-05,-1.0332e-05,-1.0332e-05,-1.0332e-05,0,0,0,0,0,0.0121091,0.0241149,0.000320293,-0.000216972,-0.000537265,-7.23241e-05,6.19921e-05,0,-1.0332e-05,0,3.037,1.163,0.19,0.097,0.018,0.004,-0.001,-0.001,0.001,0,0,0,0,0,0,0,-0.84,-0.162,0.13,0.001,-0.034,0,0.009,0,0,0,-2.748,1.415,-0.18,0.009,0.102,0.003,-0.018,0,0.007,0,0,0,-1.596,-0.994,0.465,0.271,0.043,0.007,0.005,0,0,0,
1.41,1.05,-0.0507684,0.0230166,0.00063935,0.00067931,-0.000479513,7.99188e-05,-1.99797e-05,-1.99797e-05,-1.99797e-05,0,0,0,0,0,0.01966,0.0453539,0.000399594,-0.000559431,-0.00109888,-0.000179817,0.000119878,0,-1.99797e-05,0,3.123,1.248,0.188,0.095,0.018,0.005,-0.001,-0.001,0.001,0,0,0,0,0,0,0,-0.86,-0.188,0.131,0.001,-0.035,0,0.01,0,0,0,-2.586,1.25,-0.176,0.01,0.103,0.003,-0.018,0,0.008,0,0,0,-1.456,-0.916,0.504,0.328,0.048,0.009,0.005,0,0,0,
1.42,1.05,-0.0760146,0.0338401,0.000413765,0.00109352,-0.000709312,0.000147773,-2.95547e-05,-2.95547e-05,-2.95547e-05,0,0,0,0,0,0.0245008,0.0644587,0.000295547,-0.00109352,-0.00171417,-0.000295547,0.000147773,0,-5.91094e-05,0,3.225,1.349,0.185,0.093,0.018,0.006,0,-0.001,0.001,0,0,0,0,0,0,0,-0.881,-0.22,0.132,0.001,-0.034,0,0.01,0,0,0,-2.431,1.102,-0.171,0.01,0.105,0.003,-0.018,0,0.008,0,0,0,-1.337,-0.836,0.546,0.4,0.053,0.01,0.005,0,0,0,
1.43,1.05,-0.102092,0.044055,-0.000156224,0.00152318,-0.000937341,0.000195279,-7.81118e-05,-3.90559e-05,-3.90559e-05,0,0,0,0,0,0.0274563,0.0812753,-7.81118e-05,-0.00183563,-0.00242146,-0.000429615,0.000195279,0,-7.81118e-05,0,3.348,1.47,0.183,0.09,0.017,0.006,0,-0.001,0.001,0,0,0,0,0,0,0,-0.902,-0.259,0.132,0.001,-0.035,0,0.01,0,0,0,-2.283,0.97,-0.166,0.011,0.107,0.004,-0.017,0,0.008,0,0,0,-1.239,-0.76,0.588,0.489,0.058,0.011,0.006,0,0,0,
1.44,1.05,-0.129254,0.053379,-0.000921164,0.00198777,-0.00121206,0.000290894,-9.69646e-05,-4.84823e-05,-4.84823e-05,0,0,0,0,0,0.0292348,0.0957041,-0.00063027,-0.00295742,-0.00315135,-0.00063027,0.000242412,0,-9.69646e-05,0,3.494,1.62,0.183,0.088,0.017,0.007,0,-0.001,0,0,0,0,0,0,0,0,-0.923,-0.307,0.134,0.001,-0.035,0,0.01,0,0,0,-2.139,0.85,-0.16,0.012,0.109,0.004,-0.018,0,0.008,0,0,0,-1.157,-0.687,0.625,0.6,0.065,0.013,0.006,0,0,0,
1.45,1.05,-0.158058,0.0611295,-0.00202416,0.00237115,-0.00144583,0.000289165,-0.000115666,-5.7833e-05,-0.000115666,0,0,0,0,0,0.0304202,0.107974,-0.00133016,-0.00456881,-0.00410614,-0.000867495,0.000289165,0,-0.000115666,0,3.669,1.812,0.184,0.086,0.017,0.007,0,-0.001,0.001,0,0,0,0,0,0,0,-0.941,-0.363,0.134,0.002,-0.035,0,0.011,0,0,0,-2.003,0.743,-0.156,0.011,0.111,0.005,-0.018,0,0.008,0,0,0,-1.086,-0.622,0.651,0.738,0.071,0.015,0.007,0,0,0,
1.46,1.05,-0.189242,0.0665703,-0.00342247,0.00268429,-0.00167768,0.000402643,-0.000134214,-6.71072e-05,-6.71072e-05,0,0,0,0,0,0.0314062,0.11831,-0.00221454,-0.00677782,-0.00510014,-0.00120793,0.000335536,0,-0.000134214,0,3.875,2.062,0.185,0.084,0.017,0.008,0,-0.001,0,0,0,0,0,0,0,0,-0.954,-0.431,0.134,0.002,-0.036,0,0.011,0,0,0,-1.871,0.647,-0.15,0.013,0.111,0.005,-0.018,0,0.008,0,0,0,-1.026,-0.564,0.657,0.908,0.079,0.018,0.007,0,0,0,
1.47,1.05,-0.223494,0.068292,-0.00495976,0.00289955,-0.0019076,0.000534128,-0.000152608,-7.63039e-05,-7.63039e-05,0,0,0,0,0,0.0323529,0.12697,-0.00274694,-0.0096906,-0.00618062,-0.00152608,0.00038152,0,-0.000152608,0,4.112,2.4,0.187,0.083,0.018,0.009,0,-0.001,0.001,0,0,0,0,0,0,0,-0.958,-0.51,0.134,0.002,-0.036,0,0.011,0,0,0,-1.747,0.559,-0.146,0.013,0.113,0.005,-0.018,0,0.008,0,0,0,-0.972,-0.512,0.626,1.107,0.086,0.02,0.007,0,0,0,
1.48,1.05,-0.261906,0.0639815,-0.00683381,0.00307521,-0.00222099,0.000683381,-0.000170845,-8.54226e-05,-8.54226e-05,0,0,0,0,0,0.0333148,0.133943,-0.00281895,-0.0134968,-0.00743177,-0.00205014,0.00034169,0,-0.000170845,0,4.365,2.879,0.191,0.082,0.017,0.009,0,-0.001,0,0,0,0,0,0,0,0,-0.946,-0.6,0.135,0.003,-0.037,0,0.011,0,0,0,-1.629,0.482,-0.14,0.015,0.115,0.006,-0.018,0,0.008,0,0,0,-0.923,-0.467,0.535,1.331,0.095,0.025,0.008,0,0.001,0,
1.49,1.05,-0.2917,0.0420358,-0.00897394,0.0030228,-0.00255049,0.0007557,-0.000188925,-9.44626e-05,-9.44626e-05,0,0,0,0,0,0.0345733,0.139805,-0.00188925,-0.0180423,-0.00887948,-0.00264495,0.00037785,0,-0.000188925,0,4.107,3.667,0.195,0.081,0.017,0.01,0,-0.001,0.001,0,0,0,0,0,0,0,-0.913,-0.694,0.136,0.003,-0.037,0,0.011,0,0,0,-1.517,0.413,-0.135,0.015,0.117,0.007,-0.018,0,0.009,0,0,0,-0.878,-0.427,0.365,1.553,0.105,0.029,0.008,0,0.001,0,
1.5,1.05,-0.30334,0.00930808,-0.0112731,0.00289585,-0.00279242,0.000930808,-0.000206846,-0.000103423,-0.000103423,0,0,0,0,0,0.0358878,0.144586,0.000620539,-0.0227531,-0.0105492,-0.00330954,0.000413693,0,-0.000206846,0,3.512,4.343,0.2,0.082,0.016,0.01,0,-0.001,0,0,0,0,0,0,0,0,-0.857,-0.785,0.136,0.004,-0.037,0,0.011,0,0,0,-1.411,0.35,-0.129,0.016,0.119,0.007,-0.017,0,0.009,0,0,0,-0.834,-0.392,0.11,1.73,0.116,0.034,0.008,0,0.001,0,
1.51,1.05,-0.303108,-0.0253807,-0.0139257,0.00258299,-0.0030322,0.00112304,-0.000336912,-0.000112304,-0.000112304,0,0,0,0,0,0.0373972,0.148353,0.00460446,-0.0270652,-0.0124657,-0.00426755,0.000449215,0,-0.000224608,0,2.807,4.868,0.208,0.082,0.016,0.011,0,-0.001,0.001,0,0,0,0,0,0,0,-0.78,-0.858,0.137,0.004,-0.037,0,0.011,0,0,0,-1.31,0.295,-0.124,0.017,0.121,0.008,-0.017,0,0.009,0,0,0,-0.795,-0.361,-0.205,1.819,0.127,0.04,0.008,0,0.001,0,
1.52,1.05,-0.287259,-0.0561924,-0.0167124,0.00205877,-0.00339092,0.00121104,-0.000363313,-0.000121104,-0.000121104,0,0,0,0,0,0.0392378,0.15138,0.0100516,-0.0299127,-0.0145325,-0.00544969,0.000484417,0,-0.000121104,0,1.945,5.135,0.217,0.082,0.015,0.012,0,-0.001,0,0,0,0,0,0,0,0,-0.694,-0.91,0.136,0.005,-0.037,0,0.011,0,0,0,-1.217,0.246,-0.118,0.019,0.122,0.009,-0.017,0,0.009,0,0,0,-0.754,-0.334,-0.529,1.795,0.139,0.047,0.009,0,0.001,0,
1.53,1.05,-0.260297,-0.0752978,-0.0197332,0.00129824,-0.00376489,0.00142806,-0.000389471,-0.000129824,-0.000129824,0,0,0,0,0,0.041284,0.153582,0.0157087,-0.0310279,-0.0168771,-0.00688066,0.000389471,0,-0.000259648,0,1.068,5.058,0.228,0.086,0.015,0.013,0,-0.001,0.001,0,0,0,0,0,0,0,-0.61,-0.94,0.136,0.006,-0.037,0,0.011,0,0,0,-1.13,0.203,-0.113,0.02,0.124,0.01,-0.016,0,0.009,0,0,0,-0.719,-0.309,-0.804,1.676,0.154,0.055,0.009,0,0.001,0,
1.54,1.05,-0.231371,-0.0814158,-0.0229847,0.000138462,-0.00401541,0.00166155,-0.000415387,-0.000276925,-0.000138462,0,0,0,0,0,0.0433387,0.154939,0.0210463,-0.0304617,-0.0196616,-0.00872312,0.000276925,0,-0.000276925,0,0.35,4.685,0.237,0.089,0.014,0.014,0.001,-0.002,0.001,0,0,0,0,0,0,0,-0.54,-0.956,0.137,0.007,-0.038,0,0.011,0,0,0,-1.048,0.165,-0.107,0.022,0.126,0.011,-0.016,0,0.009,0,0,0,-0.682,-0.289,-1.002,1.504,0.168,0.066,0.01,0,0.001,0,
1.55,1.05,-0.207591,-0.0802726,-0.0264635,-0.00132317,-0.00441058,0.00205827,-0.000441058,-0.000294039,-0.000147019,0,0,0,0,0,0.045576,0.155988,0.0255814,-0.0289628,-0.022788,-0.0110265,0.000294039,0,-0.000294039,0,-0.117,4.148,0.249,0.094,0.013,0.016,0,-0.002,0,0,0,0,0,0,0,0,-0.482,-0.972,0.136,0.008,-0.037,0,0.011,0,0,0,-0.972,0.13,-0.102,0.024,0.127,0.011,-0.016,0,0.009,0,0,0,-0.647,-0.27,-1.123,1.323,0.184,0.08,0.011,0,0.002,0,
1.56,1.05,-0.190948,-0.0791469,-0.030477,-0.0029544,-0.00482034,0.00217693,-0.000466484,-0.00031099,-0.000155495,0,0,0,0,0,0.0482034,0.156272,0.0290775,-0.0267451,-0.0262786,-0.01415,0.00031099,0,-0.00031099,0,-0.349,3.579,0.261,0.1,0.012,0.017,0,-0.002,0.001,0,0,0,0,0,0,0,-0.433,-0.991,0.137,0.009,-0.038,0,0.011,0,0,0,-0.903,0.1,-0.097,0.026,0.13,0.013,-0.015,0,0.009,0,0,0,-0.614,-0.252,-1.188,1.157,0.202,0.097,0.011,0,0.002,0,
1.57,1.05,-0.178638,-0.0832553,-0.0342527,-0.00540832,-0.00540832,0.00262221,-0.000491665,-0.000491665,-0.000163888,0,0,0,0,0,0.0504776,0.155858,0.0314666,-0.0244194,-0.0299916,-0.0180277,0.000327777,0,-0.000163888,0,-0.414,3.058,0.273,0.109,0.011,0.018,0.002,-0.002,0,0,0,0,0,0,0,0,-0.387,-1.02,0.137,0.011,-0.038,0,0.011,0,0,0,-0.838,0.073,-0.092,0.029,0.132,0.014,-0.015,0,0.01,0,0,0,-0.58,-0.236,-1.215,1.017,0.219,0.118,0.011,0,0.002,0,
1.58,1.05,-0.167723,-0.0907494,-0.0384006,-0.0080934,-0.0058548,0.0029274,-0.0005166,-0.0005166,-0.0001722,0,0,0,0,0,0.0535542,0.15498,0.0332346,-0.0220416,-0.0342678,-0.0230748,0.0001722,0,-0.0001722,0,-0.379,2.631,0.286,0.119,0.009,0.019,0.001,-0.003,0.002,0,0,0,0,0,0,0,-0.338,-1.057,0.136,0.013,-0.039,0,0.011,0,0,0,-0.778,0.049,-0.088,0.032,0.133,0.015,-0.014,0,0.01,0,0,0,-0.551,-0.221,-1.221,0.906,0.238,0.144,0.012,0,0.002,0,
1.59,1.05,-0.155891,-0.0963494,-0.0425814,-0.0113671,-0.00649547,0.00324773,-0.000541289,-0.000541289,-0.00018043,0,0,0,0,0,0.0566549,0.153726,0.0344621,-0.0198473,-0.0382511,-0.0295905,0.00018043,0,-0.00018043,0,-0.284,2.322,0.298,0.132,0.008,0.019,0.001,-0.003,0.001,0,0,0,0,0,0,0,-0.279,-1.1,0.134,0.014,-0.039,0,0.011,0,0,0,-0.724,0.027,-0.084,0.037,0.135,0.017,-0.014,0,0.01,0,0,0,-0.52,-0.208,-1.216,0.819,0.256,0.177,0.012,0,0.002,0,
1.6,1.05,-0.142187,-0.09542,-0.0469557,-0.0154633,-0.00697735,0.00339439,-0.000754308,-0.000754308,-0.000188577,0,0,0,0,0,0.0599675,0.151805,0.0352639,-0.0177262,-0.0424298,-0.0380926,0.000188577,0,-0.000188577,0,-0.152,2.14,0.311,0.147,0.005,0.02,0.002,-0.003,0.001,0,0,0,0,0,0,0,-0.209,-1.147,0.133,0.016,-0.039,0,0.011,0,0,0,-0.672,0.007,-0.08,0.042,0.138,0.018,-0.014,0,0.01,0,0,0,-0.491,-0.196,-1.21,0.753,0.272,0.218,0.012,0,0.003,0,
1.61,1.05,-0.129391,-0.0873092,-0.0509304,-0.0204508,-0.00806234,0.00373621,-0.00078657,-0.00078657,-0.000196642,0,0,0,0,0,0.0639088,0.149645,0.0359856,-0.0161247,-0.0454244,-0.0485707,0.000196642,0,-0.000196642,0,-0.008,2.078,0.323,0.165,0.001,0.021,0.001,-0.004,0.002,0,0,0,0,0,0,0,-0.125,-1.192,0.132,0.017,-0.039,0,0.011,0,0,0,-0.624,-0.012,-0.078,0.045,0.139,0.019,-0.014,0,0.01,0,0,0,-0.469,-0.183,-1.205,0.703,0.282,0.268,0.012,0,0.003,0,
1.62,1.05,-0.120934,-0.0746884,-0.0550443,-0.0259875,-0.00900353,0.00388789,-0.000818503,-0.000818503,-0.000204626,0,0,0,0,0,0.0679357,0.146921,0.0364234,-0.0145284,-0.0472685,-0.061797,0.000204626,0,-0.000204626,0,0.119,2.122,0.333,0.186,-0.002,0.021,0.002,-0.004,0.001,0,0,0,0,0,0,0,-0.025,-1.23,0.129,0.021,-0.04,0,0.011,0,0,0,-0.58,-0.031,-0.076,0.051,0.141,0.021,-0.014,0,0.01,0,0,0,-0.448,-0.171,-1.205,0.664,0.285,0.327,0.014,0,0.003,0,
1.63,1.05,-0.117953,-0.0612078,-0.05887,-0.0325166,-0.00998877,0.00403801,-0.000850108,-0.000850108,-0.000212527,0,0,0,0,0,0.0720467,0.143668,0.0363421,-0.0129641,-0.0459058,-0.0771473,0,0,-0.000212527,0,0.202,2.259,0.34,0.211,-0.006,0.02,0.001,-0.004,0.002,0,0,0,0,0,0,0,0.086,-1.255,0.126,0.021,-0.039,0,0.011,0,0,0,-0.534,-0.05,-0.077,0.054,0.143,0.023,-0.014,0,0.011,0,0,0,-0.427,-0.159,-1.21,0.633,0.27,0.396,0.014,0,0.002,0,
1.64,1.05,-0.12097,-0.0509,-0.0619174,-0.0401031,-0.0112377,0.00396624,-0.000881386,-0.00110173,-0.000220347,0,0,0,0,0,0.0773416,0.140361,0.0365775,-0.0116784,-0.0398827,-0.0943083,0,0,-0.000220347,0,0.21,2.472,0.345,0.239,-0.011,0.018,0.002,-0.004,0.001,0,0,0,0,0,0,0,0.207,-1.264,0.121,0.022,-0.04,0,0.012,0,0,0,-0.491,-0.068,-0.08,0.058,0.145,0.025,-0.014,0,0.011,0,0,0,-0.412,-0.148,-1.221,0.605,0.236,0.467,0.014,0,0.002,0,
1.65,1.05,-0.127043,-0.0472135,-0.0643198,-0.0483539,-0.0123166,0.00342127,-0.000912337,-0.00114042,-0.000228084,0,0,0,0,0,0.0830227,0.136623,0.0367216,-0.0102638,-0.0282825,-0.111077,0,0,-0.000228084,0,0.115,2.734,0.345,0.27,-0.014,0.014,0.002,-0.004,0.001,0,0,0,0,0,0,0,0.332,-1.254,0.115,0.021,-0.04,0,0.012,0,0,0,-0.447,-0.086,-0.084,0.059,0.148,0.028,-0.013,0,0.011,0,0,0,-0.397,-0.138,-1.235,0.578,0.176,0.532,0.015,0,0.002,0,
1.66,1.05,-0.131779,-0.0520987,-0.0655359,-0.0577565,-0.013673,0.00259315,-0.000942963,-0.00141444,-0.000235741,0,0,0,0,0,0.0900529,0.133665,0.0365398,-0.00919389,-0.0115513,-0.124471,0,0,-0.000235741,0,-0.104,3.005,0.34,0.303,-0.016,0.01,0.002,-0.005,0.002,0,0,0,0,0,0,0,0.454,-1.224,0.109,0.02,-0.04,0,0.012,0,0,0,-0.417,-0.104,-0.088,0.057,0.15,0.03,-0.013,0,0.012,0,0,0,-0.388,-0.132,-1.253,0.551,0.095,0.579,0.015,0,0.002,0,
1.67,1.05,-0.127741,-0.0649653,-0.065452,-0.0671552,-0.0143556,0.00170321,-0.000729947,-0.00145989,-0.000243316,0,0,0,0,0,0.0975696,0.130417,0.0362541,-0.00802942,0.009246,-0.13212,0,0,-0.000243316,0,-0.449,3.229,0.329,0.337,-0.018,0.004,0.002,-0.005,0.001,0,0,0,0,0,0,0,0.57,-1.175,0.105,0.015,-0.04,0,0.012,0,0,0,-0.383,-0.12,-0.091,0.054,0.151,0.033,-0.012,0,0.012,0,0,0,-0.379,-0.125,-1.273,0.523,0.002,0.597,0.016,0,0.003,0,
1.68,1.05,-0.110356,-0.0785035,-0.0639565,-0.0769987,-0.0150486,0.00050162,-0.00075243,-0.00150486,-0.00025081,0,0,0,0,0,0.10534,0.12691,0.0361166,-0.00702268,0.0305988,-0.13318,0,0,-0.00025081,0,-0.903,3.352,0.311,0.371,-0.017,-0.001,0.002,-0.006,0.001,0,0,0,0,0,0,0,0.673,-1.111,0.101,0.01,-0.04,0,0.012,0,0,0,-0.349,-0.136,-0.093,0.049,0.153,0.036,-0.012,0,0.012,0,0,0,-0.371,-0.119,-1.291,0.494,-0.088,0.586,0.017,0,0.003,0,
